Site Location, Population estimate * ,Country,ISO 3 code,Country Region,continent,Latitude,Longitude,Site typology,PM10 µgm-3 *,PM2.5 µgm-3 *,Methodology,Reference author,Reference year,Study year,Season,SEA SALT%,DUST%,TRAFFIC%,INDUSTRY%,BIOM. BURN./RES.%,OTHER (unspecified-human origin)%
148,"Fabretti JF, Sauret N, Gal JF, Maria PC, Schärer U. Elemental characterization and source identification of PM2.5 using Positive Matrix Factorization: The Malraux road tunnel, Nice, France. Atmospheric Res 2009; 94: 320–9.",,,,,,,,,,,,,,,,,,,,
149,"Furusjö E, Sternbeck J, Cousins AP. PM10 source characterization at urban and highway roadside locations. Sci Total Environ 2007; 387: 206–19.",,,,,,,,,,,,,,,,,,,,
150,"Gietl JK, Klemm O. Source identification of size-segregated aerosol in munster, germany, by factor analysis. Aerosol Sci Technol 2009; 43: 828–37.",,,,,,,,,,,,,,,,,,,,
151,"Glasius M, Ketzel M, Wåhlin P, et al. Impact of wood combustion on particle levels in a residential area in Denmark. Atmos Environ 2006; 40: 7115–24.",,,,,,,,,,,,,,,,,,,,
152,"Gu J, Pitz M, Schnelle-Kreis J, et al. Source apportionment of ambient particles: Comparison of positive matrix factorization analysis applied to particle size distribution and chemical composition data. Atmos Environ 2011; 45: 1849–57.",,,,,,,,,,,,,,,,,,,,
153,"Healy RM, Hellebust S, Kourtchev I, et al. Source apportionment of PM2.5 in Cork Harbour, Ireland using a combination of single particle mass spectrometry and quantitative semi-continuous measurements. Atmospheric Chem Phys 2010; 10: 9593–613.",,,,,,,,,,,,,,,,,,,,
154,"Hellebust S, Allanic A, O’Connor IP, Jourdan C, Healy D, Sodeau JR. Sources of ambient concentrations and chemical composition of PM2.5-0.1 in Cork Harbour, Ireland. Atmospheric Res 2010; 95: 136–49.",,,,,,,,,,,,,,,,,,,,
155,"Hellebust S, Allanic A, O’Connor IP, Wenger JC, Sodeau JR. The use of real-time monitoring data to evaluate major sources of airborne particulate matter. Atmos Environ 2010; 44: 1116–25.",,,,,,,,,,,,,,,,,,,,
156,"Huang S, Arimoto R, Rahn KA. Sources and source variations for aerosol at Mace Head, Ireland. Atmos Environ 2001; 35: 1421–37.",,,,,,,,,,,,,,,,,,,,
157,"Ilacqua V, Hänninen O, Saarela K, Katsouyanni K, Künzli N, Jantunen M. Source apportionment of population representative samples of PM2.5 in three European cities using structural equation modelling. Sci Total Environ 2007; 384: 77–92.",,,,,,,,,,,,,,,,,,,,
158,"Karanasiou AA, Siskos PA, Eleftheriadis K. Assessment of source apportionment by Positive Matrix Factorization analysis on fine and coarse urban aerosol size fractions. Atmos Environ 2009; 43: 3385–95.",,,,,,,,,,,,,,,,,,,,
159,"Karanasiou A, Querol X, Alastuey A, et al. Particulate matter and gaseous pollutants in the Mediterranean Basin: Results from the MED-PARTICLES project. Sci Total Environ 2014; 488-489: 297–315.",,,,,,,,,,,,,,,,,,,,
160,"Karanasiou A, Moreno T, Amato F, et al. Road dust contribution to PM levels - Evaluation of the effectiveness of street washing activities by means of Positive Matrix Factorization. Atmos Environ 2011; 45: 2193–201.",,,,,,,,,,,,,,,,,,,,
161,"Krecl P, Hedberg Larsson E, Ström J, Johansson C. Contribution of residential wood combustion and other sources to hourly winter aerosol in Northern Sweden determined by positive matrix factorization. Atmospheric Chem Phys 2008; 8: 3639–53.",,,,,,,,,,,,,,,,,,,,
162,"B. R. Larsen SG. Sources for PM air pollution in the Po Plain, Italy: II. Probabilistic uncertainty characterization and sensitivity analysis of secondary and primary sources. Atmos Environ 2012; 50: 203–13.",,,,,,,,,,,,,,,,,,,,
163,"Laupsa H, Denby B, Larssen S, Schaug J. Source apportionment of particulate matter (PM2.5) in an urban area using dispersion, receptor and inverse modelling. Atmos Environ 2009; 43: 4733–44.",,,,,,,,,,,,,,,,,,,,
164,"Lenschow P, Abraham HJ, Kutzner K, Lutz M, Preuß JD, Reichenbächer W. Some ideas about the sources of PM10. Atmos Environ 2001; 35: S23–33.",,,,,,,,,,,,,,,,,,,,
165,"Manoli E, Voutsa D, Samara C. Chemical characterization and source identification/apportionment of fine and coarse air particles in Thessaloniki, Greece. Atmos Environ 2002; 36: 949–61.",,,,,,,,,,,,,,,,,,,,
166,"Marcazzan GM, Ceriani M, Valli G, Vecchi R. Source apportionment of PM10 and PM2.5 in Milan (Italy) using receptor modelling. Sci Total Environ 2003; 317: 137–47.",,,,,,,,,,,,,,,,,,,,
167,"Marenco F, Bonasoni P, Calzolari F, et al. Characterization of atmospheric aerosols at Monte Cimone, Italy, during summer 2004: Source apportionment and transport mechanisms. J Geophys Res Atmospheres 2006; 111. DOI:10.1029/2006jd007145.",,,,,,,,,,,,,,,,,,,,
168,"Masiol M, Rampazzo G, Ceccato D, Squizzato S, Pavoni B. Characterization of PM10 sources in a coastal area near Venice (Italy): An application of factor-cluster analysis. Chemosphere 2010; 80: 771–8.",,,,,,,,,,,,,,,,,,,,
169,Stefano Mossetti SPA. Assessing the impact of particulate matter sources in the Milan urban area. Int J Environ Pollut - INT J Env Pollut 2005; 24. DOI:10.1504/IJEP.2005.007396.,,,,,,,,,,,,,,,,,,,,
170," Mazzei F, Lucarelli F, Nava S, Prati P, Valli G, Vecchi R. A new methodological approach: ",,,,,, The combined use of two-stage streaker samplers and optical particle counters for the characterization of airborne particulate matter. Atmos Environ 2007; 41: 5525–35.,,,,,,,,,,,,,,
171,"Moreno T, Pandolfi M, Querol X, et al. Manganese in the urban atmosphere: Identifying anomalous concentrations and sources. Environ Sci Pollut Res 2011; 18: 173–83.",,,,,,,,,,,,,,,,,,,,
172,"Moreno F, Gramsch E, Oyola P, Rubio MA. Modification in the soil and traffic-related sources of particle matter between 1998 and 2007 in santiago de Chile. J Air Waste Manag Assoc 2010; 60: 1410–21.",,,,,,,,,,,,,,,,,,,,
173,"Negral L, Moreno-Grau S, Moreno J, Querol X, Viana MM, Alastuey A. Natural and anthropogenic contributions to PM10 and PM2.5 in an urban area in the western Mediterranean coast. Water Air Soil Pollut 2008; 192: 227–38.",,,,,,,,,,,,,,,,,,,,
174,"Nicolás J, Chiari M, Crespo J, et al. Assessment of potential source regions of PM2.5 components at a southwestern Mediterranean site. Tellus Ser B Chem Phys Meteorol 2011; 63: 96–106.",,,,,,,,,,,,,,,,,,,,
175,"Pandolfi M, Viana M, Minguillón MC, et al. Receptor models application to multi-year ambient PM10 measurements in an industrialized ceramic area: Comparison of source apportionment results. Atmos Environ 2008; 42: 9007–17.",,,,,,,,,,,,,,,,,,,,
176,"Pandolfi M, Gonzalez-Castanedo Y, Alastuey A, et al. Source apportionment of PM10 and PM2.5 at multiple sites in the strait of Gibraltar by PMF: Impact of shipping emissions. Environ Sci Pollut Res 2011; 18: 260–9.",,,,,,,,,,,,,,,,,,,,
177,"Pey J, Pérez N, Castillo S, et al. Geochemistry of regional background aerosols in the Western Mediterranean. Atmospheric Res 2009; 94: 422–35.",,,,,,,,,,,,,,,,,,,,
178,"Querol X, Alastuey A, Rodriguez S, et al. PM10 and PM2.5 source apportionment in the Barcelona Metropolitan area, Catalonia, Spain. Atmos Environ 2001; 35: 6407–19.",,,,,,,,,,,,,,,,,,,,
179,"Querol X, Alastuey A, De La Rosa J, Sánchez-De-La-Campa A, Plana F, Ruiz CR. Source apportionment analysis of atmospheric particulates in an industrialised urban site in southwestern Spain. Atmos Environ 2002; 36: 3113–25.",,,,,,,,,,,,,,,,,,,,
180,"Querol X, Alastuey A, Viana MM, et al. Speciation and origin of PM10 and PM2.5 in Spain. J Aerosol Sci 2004; 35: 1151–72.",,,,,,,,,,,,,,,,,,,,
181,"Rinaldi M, Emblico L, Decesari S, Fuzzi S, Facchini MC, Librando V. Chemical characterization and source apportionment of size-segregated aerosol collected at an urban site in Sicily. Water Air Soil Pollut 2007; 185: 311–21.",,,,,,,,,,,,,,,,,,,,
182,"Salvador P, Artíñano B, Querol X, Alastuey A, Costoya M. Characterisation of local and external contributions of atmospheric particulate matter at a background coastal site. Atmos Environ 2007; 41: 1–17.",,,,,,,,,,,,,,,,,,,,
183,"Salvador P, Artíñano B, Alonso DG, Querol X, Alastuey A. Identification and characterisation of sources of PM10 in Madrid (Spain) by statistical methods. Atmos Environ 2004; 38: 435–47.",,,,,,,,,,,,,,,,,,,,
184,"Sánchez de la Campa AM, de la Rosa J, Querol X, Alastuey A, Mantilla E. Geochemistry and origin of PM10 in the Huelva region, Southwestern Spain. Environ Res 2007; 103: 305–16.",,,,,,,,,,,,,,,,,,,,
185,"Sánchez de la Campa AM, de la Rosa JD, González-Castanedo Y, et al. High concentrations of heavy metals in PM from ceramic factories of Southern Spain. Atmospheric Res 2010; 96: 633–44.",,,,,,,,,,,,,,,,,,,,
186,"Santacatalina M, Reche C, Minguillón MC, et al. Impact of fugitive emissions in ambient PM levels and composition. A case study in Southeast Spain. Sci Total Environ 2010; 408: 4999–5009.",,,,,,,,,,,,,,,,,,,,
187,"Stortini AM, Freda A, Cesari D, et al. An evaluation of the PM2.5 trace elemental composition in the Venice Lagoon area and an analysis of the possible sources. Atmos Environ 2009; 43: 6296–304.",,,,,,,,,,,,,,,,,,,,
188,"Taiwo AM, Beddows DCS, Calzolai G, et al. Receptor modelling of airborne particulate matter in the vicinity of a major steelworks site. Sci Total Environ 2014; 490: 488–500.",,,,,,,,,,,,,,,,,,,,
189,"Vallius M, Janssen NAH, Heinrich J, et al. Sources and elemental composition of ambient PM2.5 in three European cities. Sci Total Environ 2005; 337: 147–62.",,,,,,,,,,,,,,,,,,,,
190,"Marko Vallius TL. Source apportionment of urban ambient PM2.5 in two successive measurement campaigns in Helsinki, Finland. Atmos Environ 2003; : 615–23.",,,,,,,,,,,,,,,,,,,,
191,"Viana M, Salvador P, Artíñano B, et al. Assessing the performance of methods to detect and quantify African dust in airborne particulates. Environ Sci Technol 2010; 44: 8814–20.",,,,,,,,,,,,,,,,,,,,
192,"Viana M, Amato F, Alastuey A, et al. Chemical tracers of particulate emissions from commercial shipping. Environ Sci Technol 2009; 43: 7472–7.",,,,,,,,,,,,,,,,,,,,
193,"Viana M, Pandolfi M, Minguillón MC, et al. Inter-comparison of receptor models for PM source apportionment: Case study in an industrial area. Atmos Environ 2008; 42: 3820–32.",,,,,,,,,,,,,,,,,,,,
194,"Viana M, Querol X, Götschi T, et al. Source apportionment of ambient PM2.5 at five spanish centres of the european community respiratory health survey (ECRHS II). Atmos Environ 2007; 41: 1395–406.",,,,,,,,,,,,,,,,,,,,
195," Wahlin P. Partikelprojektet 2005-2007. Danmarks Miljøundersøgelser, Aarhus Universitet. 31s. – Faglig rapport fra DMU nr. 688. http://www.dmu.dk/Pub/FR688.pdf. 2008. ",,,,,,,,,,,,,,,,,,,,
196,Wåhlin P. COPREM—A multivariate receptor model with a physical approach. Atmos Environ 2003; 37: 4861–7.,,,,,,,,,,,,,,,,,,,,
197,"Wåhlin P, Berkowicz R, Palmgren F. Characterisation of traffic-generated particulate matter in Copenhagen. Atmos Environ 2006; 40: 2151–9.",,,,,,,,,,,,,,,,,,,,
198,"Waked A, Favez O, Alleman LY, et al. Source apportionment of PM10 in a north-western Europe regional urban background site (Lens, France) using positive matrix factorization and including primary biogenic emissions. ",,,,,,,,,,,,,,,,,,,,
,   Atmospheric Chem Phys 2014; 14: 3325–46.,,,,,,,,,,,,,,,,,,,,
199,"Yin J, Harrison RM, Chen Q, Rutter A, Schauer JJ. Source apportionment of fine particles at urban background and rural sites in the UK atmosphere. Atmos Environ 2010; 44: 841–51.",,,,,,,,,,,,,,,,,,,,
200,"Yli-Tuomi T, Hopke PK, Paatero P, et al. Atmospheric aerosol over Finnish Arctic: Source analysis by the multilinear engine and the potential source contribution function. Atmos Environ 2003; 37: 4381–92.",,,,,,,,,,,,,,,,,,,,
201,"Yli-Tuomi T, Lanki T, Hoek G, Brunekreef B, Pekkanen J. Determination of the sources of indoor PM2.5 Amsterdam and Helsinki. Environ Sci Technol 2008; 42: 4440–6.",,,,,,,,,,,,,,,,,,,,
202,"Yue W, Stölzel M, Cyrys J, et al. Source apportionment of ambient fine particle size distribution using positive matrix factorization in Erfurt, Germany. Sci Total Environ 2008; 398: 133–44.",,,,,,,,,,,,,,,,,,,,
203,"Zabalza J, Ogulei D, Hopke PK, et al. Concentration and sources of PM10 and its constituents in Alsasua, Spain. Water Air Soil Pollut 2006; 174: 385–404.",,,,,,,,,,,,,,,,,,,,
204, Source Apportionment of Airborne Particles in the Ile-de-France Region. Final report by AIRPARIF and Laboratoire des Sciences du Climat et de l’Environnement (LSCE). 2012. ,,,,,,,,,,,,,,,,,,,,
205,"Belis C, Bo L, Amato F, et al. European Guide on Air Pollution Source Apportionment with Receptor Models. European Commission, Joint Research Centre, Institute for Environment and Sustainability, JRC-Reference Reports, Luxembourg, 2014.",,,,,,,,,,,,,,,,,,,,
206,"Belis C, Karagulian F, Bo L, Hopke P. Critical review and meta-analysis of ambient particulate matter source apportionment using receptor models in Europe. Atmos Environ 2013; 69: 94–108.",,,,,,,,,,,,,,,,,,,,
207,"Beuck H, Quass U, Klemm O, Kuhlbusch TAJ. Assessment of sea salt and mineral dust contributions to PM10 in NW Germany using tracer models and positive matrix factorization. Atmos Environ 2011; 45: 5813–21.",,,,,,,,,,,,,,,,,,,,
208,"Aldabe J, Elustondo D, Santamaría C, et al. Chemical characterisation and source apportionment of PM2.5 and PM10 at rural, urban and traffic sites in Navarra (North of Spain). Atmospheric Res 2011; 102: 191–205.",,,,,,,,,,,,,,,,,,,,
209,"Juda-Rezler K, Reizer M, Oudinet JP. Determination and analysis of PM10 source apportionment during episodes of air pollution in Central Eastern European urban areas: The case of wintertime 2006. Atmos Environ 2011; 45: 6557–66.",,,,,,,,,,,,,,,,,,,,
210,"Richard A, Gianini MFD, Mohr C, et al. Source apportionment of size and time resolved trace elements and organic  aerosols from an urban courtyard site in Switzerland. Atmos Chem Phys 2011; 11: 8945–63.",,,,,,,,,,,,,,,,,,,,
211,"Rodríguez S, Alastuey A, Alonso-Pérez S, et al. Transport of desert dust mixed with North African industrial pollutants in the subtropical Saharan Air Layer. Atmos Chem Phys 2011; 11: 6663–85.",,,,,,,,,,,,,,,,,,,,
212,F. Lucarelli SN. Is PIXE still a useful technique for the analysis of atmospheric aerosols? The LABEC experience. X‐Ray Spectrom 2011; 40: 162–7.,,,,,,,,,,,,,,,,,,,,
213,"Yubero E, Carratalá A, Crespo J, et al. PM₁₀ source apportionment in the surroundings of the San Vicente del Raspeig cement plant complex in southeastern Spain. Environ Sci Pollut Res Int 2011; 18: 64–74.",,,,,,,,,,,,,,,,,,,,
214,"Perrone MG, Larsen BR, Ferrero L, et al. Sources of high PM2.5 concentrations in Milan, Northern Italy: Molecular marker data and CMB modelling. Sci Total Environ 2012; 414: 343–55.",,,,,,,,,,,,,,,,,,,,
215,Mika Vestenius SL. Background concentrations and source apportionment of polycyclic aromatic hydrocarbons in south-eastern Finland. Atmos Environ 2011. DOI:10.1016/j.atmosenv.2011.03.050.,,,,,,,,,,,,,,,,,,,,
216,"Samara C, Kouimtzis T, Katsoulos GA. Characterization of airborne particulate matter in thessaloniki, Greece. Toxicol Environ Chem 1994; 44: 147–60.",,,,,,,,,,,,,,,,,,,,
217,"Van Borm WA, Adams FC. Source apportionment of air particulate matter in Antwerp, Belgium. J Aerosol Sci 1987; 18: 593–6.",,,,,,,,,,,,,,,,,,,,
218,"Harrison RM, Smith DJT, Pio CA, Castro LM. Comparative receptor modelling study of airborne particulate pollutants in Birmingham (United Kingdom), Coimbra (Portugal) and Lahore (Pakistan). Atmos Environ 1997; 31: 3309–21.",,,,,,,,,,,,,,,,,,,,
219,Erik Swietlicki SP. Urban air pollution source apportionment using a combination of aerosol and gas monitoring techniques. Atmos Environ 1996; 2795–809.,,,,,,,,,,,,,,,,,,,,
220," Motallebi, N., 1999. Wintertime PM2.5 and PM10 Source Apportionment at Sacramento, California. J. Air Waste Manag. Assoc. 49, 25–34. doi:10.1080/10473289.1999.10463881. ",,,,,,,,,,,,,,,,,,,,
221," Baumann, K., Jayanty, R.K.M., Flanagan, J.B., 2008. Fine Particulate Matter Source Apportionment for the Chemical Speciation Trends Network Site at Birmingham, Alabama, Using Positive Matrix Factorization.  ",,,,,,,,,,,,,,,,,,,,
,"   J. Air Waste Manag. Assoc. 58, 27–44. doi:10.3155/1047-3289.58.1.27.",,,,,,,,,,,,,,,,,,,,
222," Hasheminassab, S., Daher, N., Ostro, B.D., Sioutas, C., 2014. Long-term source apportionment of ambient fine particulate matter (PM2.5) in the Los Angeles Basin: a focus on emissions reduction from vehicular sources. doi:10.1016/j.envpol.2014.06.012. ",,,,,,,,,,,,,,,,,,,,
,"    Environ. Pollut. Barking Essex 1987 193, 54–64.  ",,,,,,,,,,,,,,,,,,,,
223," Hasheminassab, S., Daher, N., Saffari, A., Wang, D., Ostro, B.D., Sioutas, C., 2014. Spatial and temporal variability of sources of ambient fine particular matter (PM2.5) in California. Atmospheric Chem. Phys. Discuss. 14, 20045–20081.  ",,,,,,,,,,,,,,,,,,,,
224," Kim, E., Hopke, P.K., 2008. Source characterization of ambient fine particles at multiple sites in the Seattle area. Atmos. Environ. 42, 6047–6056. doi:10.1016/j.atmosenv.2008.03.032/. ",,,,,,,,,,,,,,,,,,,,
225," Kim, E., Turkiewicz, K., Zulawnick, S.A., Magliano, K.L., 2010. Sources of fine particles in the South Coast area, California. Atmos. Environ. 44, 3095–3100. doi:10.1016/j.atmosenv.2010.05.037. ",,,,,,,,,,,,,,,,,,,,
226," Lee, J.H., Hopke, P.K., 2006. Apportioning sources of PM2.5 in St. Louis, MO using speciation trends network data. Atmos. Environ., Particulate Matter Supersites Program and Related Studies 40, Suppl. 2, 360–377. doi:10.1016/j.atmosenv.2005.11.074. ",,,,,,,,,,,,,,,,,,,,
227," Minguillón, M.C., Arhami, M., Schauer, J.J., Sioutas, C., 2008. Seasonal and spatial variations of sources of fine and quasi-ultrafine particulate matter in neighborhoods near the Los Angeles–Long Beach harbor. Atmos. Environ. 42, 7317–7328.  ",,,,,,,,,,,,,,,,,,,,
228," Kim, Eugene, and Philip K. Hopke. ""Source characterization of ambient fine particles in the Los Angeles basin."" Journal of Environmental Engineering and Science 6.4 (2007): 343-353 ",,,,,,,,,,,,,,,,,,,,
229," Zhao, W., Hopke, P.K., 2006. Source Investigation for Ambient PM 2.5 in Indianapolis, IN. Aerosol Sci. Technol. 40, 898–909. doi:10.1080/02786820500380297. ",,,,,,,,,,,,,,,,,,,,
230," Zhou, L., Hopke, P.K., Zhao, W., 2009. Source apportionment of airborne particulate matter for the Speciation Trends Network site in Cleveland, OH. J. Air Waste Manag. Assoc. 1995 59, 321–331. ",,,,,,,,,,,,,,,,,,,,
